,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,perCapInc,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,PersPerFam,PctFam2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctKidsBornNeverMar,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentMedian,RentQrange,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
1968,43184,2.69,1.28,92.1,3.31,9.23,12.48,24,11.09,10.28,0,40926,80.82,0.89,48.05,23.47,4.91,17.64,17170,13937,21106,14838,7550,11011,4.16,4.55,13.63,3.86,68.94,12.27,22.64,11.64,29.58,10.31,28.02,14.54,3.13,78.07,90.35,72.55,63.64,71.67,1.05,13.08,17.25,23.92,29.21,1.14,88.12,2.2,4.79,2.66,2.74,2.49,69.01,3.18,38.4,3,484,97.07,0.83,23.76,1971,0.98,0.23,204000,83600,641,315,28.2,24.9,11.7,8.71,60.22,47.18,71.98,92.72,12.8,3386.4,4.26,517.46
1969,21605,2.55,0.6,97.87,1.04,0.83,11.78,26.23,12.27,14.94,0,34844,77.1,0.63,46.91,30.54,5.49,19.63,16409,14766,15054,10945,17243,10287,6.56,8.65,24.37,7.34,61.81,24.61,22.42,13.63,27.76,7.72,27.38,10.24,3.03,78.4,88.01,81.88,62.03,71.59,1.05,2.45,4.9,8.96,17.33,0.13,88.57,0.93,3.35,2.52,2.71,2.21,66.28,1.3,44.73,3,2051,80.51,0.49,65.92,1962,1.39,0.19,150400,85700,449,237,27.4,22,12.8,5.48,57.92,54.66,78.88,80.08,31.2,693,0.45,65.03
1970,15512,2.19,4.93,93.96,0.5,1.31,10.03,23.97,11.46,20.07,100,32018,69.96,0.43,51.77,36.85,3.63,23.76,20399,10328,1908,9387,6365,10136,6.59,3.36,13.72,4.64,58.94,5.09,23.38,6.1,32.9,10.06,31.71,13.03,2.79,66.51,78.2,72.24,67.79,73.47,2.39,20,36.76,36.76,38.92,0.48,94.89,0.71,3.39,2.17,2.23,2.1,55.25,1.51,34.93,3,11806,37.47,0.18,70.51,1965,2.57,0.58,176700,133100,533,203,26.7,26,15.6,2.39,35.21,43.36,64.1,80.2,7.2,2164.1,2.8,291.41
1971,11157,2.39,0.29,98.87,0.62,0.61,10.72,22.81,11,17.5,100,33410,71.56,0.63,61.47,35.91,3.49,21.02,16211,11116,18428,10109,5935,12524,4.23,10.87,23.81,4.85,61.06,30.08,21.52,17.45,24.38,7.41,23.53,8.99,2.87,81.78,89.56,90.71,59.8,72.11,1.24,4.13,37.16,40.83,40.83,0.08,94.44,0.31,1.56,2.38,2.6,1.89,75.28,0.53,37.93,3,196,95.98,0,27.55,1954,0.15,0.45,101700,50500,412,188,25.3,21.3,11.9,1.95,84.13,62.88,87.42,93.22,3,3726.5,0.9,139.73
1973,84770,2.66,21.44,73.36,3.94,4.4,25,42.46,29.33,8.45,100,21077,81.3,0.66,42.63,19.62,6.55,12.39,11549,6267,11591,8622,6632,8256,26.33,5.08,15.16,6.59,55.61,4.65,48.76,6.16,38.51,7.94,52.7,12.54,2.98,64.19,73.3,69.09,59.6,68.72,8.01,30.37,42.72,55.34,62.35,2.47,88.85,0.92,4.01,2.35,2.54,2.18,50.9,4.91,52.33,2,2684,92.24,5.55,33.01,1969,5.89,0.45,63800,41000,305,189,33.2,19.5,12.1,8.15,43.16,34,55.72,81.04,36.1,2347.4,2.7,1573.82
1974,66692,2.52,6.17,90.7,1.83,8.14,12.47,24.85,11.7,13.02,100,41832,80.64,0.82,53.22,26,2.53,13.21,21702,15340,17358,15381,9891,14803,3.54,3.84,12.34,3.91,66.72,9.19,24.38,4.97,37.33,8.24,27.15,12.08,2.97,80.7,91.84,76.66,59.08,68.12,1.28,12.16,18.42,26.13,34.31,1.69,85.15,1.91,2.99,2.5,2.63,2.16,76.31,2.45,48.78,3,2910,90.1,0.24,24.54,1978,0.62,0.18,130100,79600,617,205,27.1,23.2,12.5,13.92,20.85,40.63,70.21,77.34,22.5,2959.4,0.87,502.05
1975,69330,4.17,2.43,55.56,12.27,70.75,18.77,34.53,17.32,5.16,100,32684,86.09,0.54,18.66,15.9,13.71,10.35,8858,11167,8690,11064,7843,7634,15.69,27.25,49.5,8.45,60.27,29.68,14.55,29.28,13.25,7.28,39.35,12.04,4.33,73.13,78.59,76.92,54.44,58.82,7.15,16.98,28.33,37.78,49.76,7.3,30.17,20.56,27.89,4.13,4.06,4.25,59.01,37.49,60.31,2,565,96.71,5.66,16.46,1964,5.61,0.73,151100,56600,588,227,30.8,25.2,11.2,43,44.74,46.7,87.39,89.69,6.8,10147.8,4.11,604.42
1976,43627,2.49,13.95,83.95,0.79,2.04,13.24,28.17,13.42,11.67,100,25291,79.51,0.66,35.8,25.94,6.72,12.01,13331,7583,10467,10822,8565,8110,12.5,8.56,28.27,5.01,66.53,43.45,13.8,29.38,17.86,14.46,28.56,17.13,3.04,63.78,67.86,68.34,65.23,75.19,6.16,19.41,24.33,30.97,40.64,0.52,94.51,0.62,4.64,2.45,2.59,2.27,59.14,2.57,53.2,2,1628,91.5,1.17,24.82,1955,11.94,0.14,49200,30500,333,141,24.4,17,12,2.66,61.84,48.86,81.37,86.17,17.8,2457,1,499.59
1977,226505,3,7.39,70.79,5.22,25.97,16.44,31.46,16.09,8.01,100,34801,82.5,0.66,35.13,19.83,8.89,15.42,14235,11890,12339,12045,7741,8373,11.94,8.84,22.23,6.91,62.31,16.66,24.97,14.75,26.24,9.97,34.8,14.76,3.4,73,83.12,76.2,54.93,63.13,3.98,16.36,27.88,37.43,49.06,2.53,74.97,5.97,10.38,2.92,3.05,2.75,58.86,10.82,47.14,3,4777,94.05,2.43,18.88,1969,3.63,0.33,134800,65100,512,210,29.6,23.9,11.3,15.48,50.09,40.25,68.49,89.05,80.5,2814.4,1.58,1636.75
1978,30625,2.7,1.85,96.23,0.86,3.1,12.72,27.14,12.15,11,100,39902,82.19,0.25,46.9,25.27,3.51,18.45,16691,16229,8668,10396,15835,12278,4.22,9.51,21.84,5.21,69.06,29.21,20.59,17.13,24.6,7.75,28.43,10.28,3.2,81.87,91.22,82.24,62.84,72.04,1.64,13.23,17.9,22.57,27.53,1.18,84.37,2.22,4.17,2.69,2.89,2.27,72.28,1.84,46.17,3,600,94.97,0.83,44.17,1963,0.86,0,143100,47700,478,219,23.9,24.3,14.4,8.88,69.5,55.79,81.98,91.38,17,1803.3,0.75,80.73
1979,31342,3.12,22.82,68.79,4.35,8.05,16,29.09,13.14,5.9,0,35460,87.99,0.83,29.14,16.34,6.85,22.78,12610,12858,8977,9446,11450,10870,7.05,7.74,23.51,5.5,68.46,12.15,27.29,15.76,18.82,9.18,30.11,13.47,3.42,75.51,83.35,76.53,61.19,71.68,3.71,8.1,10.82,14.43,19.39,0.55,85.63,1.13,7.51,3.08,3.11,2.99,73.77,5.16,34.62,3,474,95.5,13.92,40.08,1968,3.95,0.41,92900,31300,442,137,26.2,22.7,13.9,6.81,43.12,54.97,72.42,81.19,64,489.9,1.11,377.16
1980,11294,2.66,1.72,95.26,1.92,3.64,16.11,30.53,18.93,15.21,100,44970,79.79,0.73,63.88,32.54,2.38,17.39,21204,3672,0,13204,15514,14945,2.83,6.17,17.56,3.97,65.65,14.31,24.53,8.28,33.94,7.16,36.09,8.82,3.01,83.71,95.6,89.39,57.22,68.22,0.1,4.95,11.26,18.74,24.27,0.45,86.14,1.54,3.9,2.43,2.66,1.91,75.66,1.16,45.27,3,222,95.02,0.9,31.08,1956,0.47,0,194700,87200,620,345,24.7,22,15.3,9.12,69.03,61.09,74.91,95.72,2.9,3962.3,6.07,320.4
1982,71245,2.72,13.77,78.22,0.32,16.93,14.96,26.85,12.84,12.28,100,24123,70.36,0.29,32.66,29.97,14.47,21.78,10676,7382,11084,22264,6832,7249,19.85,11.46,32.49,9.32,52.6,29.89,22.74,24.12,17.29,10.85,29.38,14.66,3.22,63.63,67.43,67.69,50.92,57.84,4.53,2.13,4.37,4.67,5.54,0.06,82.6,2.69,6.54,2.69,2.76,2.58,62.67,3.45,40.24,3,1346,95.11,6.09,44.87,1956,8.66,0.32,52300,29200,278,136,27.5,16.9,12.8,2.76,70.47,60.39,90.71,93.94,24.9,2859,0.71,306.05
1983,50627,2.51,18.08,80.73,0.61,0.94,13.65,27.64,13.77,13.49,100,22591,71.73,0.29,36.46,29.9,11.51,18.4,11774,7566,9566,38335,2927,5973,17.83,11.21,30.3,8.76,51.9,28.69,21.32,22.43,20.92,12.21,32.73,15.92,3,64.22,70.81,69.94,57.97,64.34,4.71,6.47,9.71,10.93,12.94,0.18,94.6,0.57,4.22,2.36,2.51,2.15,61.7,1.66,49.08,3,1712,92.19,7.48,44.86,1953,9.14,0.34,42300,36400,257,111,25.3,17,12.9,2.75,74.51,52.23,84.27,94.21,28.9,1749.7,1.27,2493.17
1985,38125,2.64,4,76.72,1.95,73.26,12.96,28.23,13.58,12.39,100,26361,75.16,0.39,25.19,26.1,11.64,10.45,12047,12007,10126,17523,10040,10444,16.4,31.16,50.1,8.59,61,31.7,12.43,30.22,15.84,10.2,36,16.03,3.19,64.55,74.34,58.5,53.68,61.13,6.02,12.55,20.16,27.83,41.66,7.58,18.47,31.34,7.1,2.64,2.72,2.62,23.32,14.99,79.82,2,1375,91.29,3.93,32.51,1946,7.31,1.25,162000,72700,394,303,25.4,26.3,15,60.4,23.33,56.82,81.55,83.21,1.1,36199.2,25.05,568.75
1986,75695,2.55,38.28,57.57,1.52,3.15,15.71,31.36,16.45,9.94,100,24354,79.41,0.62,29.59,22.54,10.45,18.36,12825,7899,7669,12408,10701,10485,18.75,8.6,20.87,7.33,60.87,12.22,29.83,14.87,30.03,11.16,30.31,15.91,2.99,62.94,71.54,61.74,57.46,65.76,6.52,17.05,19.76,26.74,29.1,0.59,92.92,0.74,3.85,2.47,2.57,2.35,56.3,3.06,44.17,3,2073,93.46,4.63,32.71,1969,6.64,0.42,67900,45500,309,171,27.2,22.6,14,3.46,55.65,46.81,72.3,78.5,42.1,1799.7,1.22,2089.28
1987,17623,2.61,0.83,93.71,3.41,8.63,11.11,23.94,11.61,18.06,100,38248,76.13,0.24,53.49,37.23,3.01,18.58,17910,15513,0,16410,14309,12374,3.11,14.86,32.3,5.05,62.1,23.1,15.99,14.04,21.34,5.85,28.92,9.18,3.06,80.55,91.51,79.05,57.01,66.47,0.75,12.14,17.83,22.93,28.52,2.42,70.58,4.87,3.71,2.61,2.7,2.46,64.47,2.16,44.94,3,183,97.36,0.55,30.05,1950,1.17,0.26,185600,45200,542,319,23.3,22.6,17.5,19.92,59.34,66.93,84.7,91.94,2.8,6408.4,4.69,122.88
1988,10600,2.66,1.72,96.8,1.05,1.79,12.81,21.97,10.57,13.2,0,39690,78.49,0.35,48.54,28.38,2.74,16.76,16945,11679,43000,9904,12320,15430,3.86,6.74,18.67,4.77,63.47,17.98,20.75,14.36,24.58,7.78,24.1,9.14,3.04,84.17,93.98,88.1,50.68,65.12,1.31,10.59,22.07,27.7,35.81,0.44,92.01,0.68,3.64,2.64,2.68,2.5,81.57,1.31,28.01,3,915,81.3,0.98,24.04,1969,0.7,0.35,124500,71900,436,248,25.8,22.5,12.8,4.19,59.87,57.83,74.94,79.42,32.3,327.8,2.26,194.82
1989,10968,2.61,1.07,96.7,0.82,2.84,13.42,27.01,12.17,12.49,0,29978,80.25,1.33,42.3,29.61,4.5,13.43,14633,9787,11013,6831,9058,10904,8.77,8.12,23.7,3.47,65.28,38.62,17.61,23.15,22.09,9.28,24.41,13.57,3.11,76.22,79.9,79.25,61.41,70.86,2.53,11.3,35.15,35.15,48.12,0.25,95.17,0.86,5.14,2.55,2.71,2.25,68.82,2.64,46.31,3,291,93.53,0.69,26.46,1956,7.49,0.51,56700,41300,301,131,24.2,17.1,12.5,2.18,69.04,51.7,84.47,92.01,9.8,1122.4,0.35,30.66
1990,17647,2.56,0.44,89.58,1.39,10.89,14.1,27.35,13.21,12.17,0,27022,74.87,0.3,40.25,26.92,9.32,15.01,13486,11095,10780,9288,7246,7631,13.21,6.56,18.19,5.91,60.51,15.49,21.85,13.36,23.78,11.99,28.14,16.77,3.09,70.26,71.19,81.92,67.16,69.97,2.72,10.44,18.68,25.45,37.77,0.73,89.3,2.51,5.2,2.5,2.67,2.27,60.74,4.84,50.33,2,282,96.07,2.13,23.05,1972,6.45,0.46,78500,37600,359,156,26.8,18.5,11.5,6.95,56.45,42.5,71.65,84.74,8.7,2020,0.35,214.08
1991,99405,2.53,0.73,96.82,0.68,0.57,13.7,29.2,13.92,10.29,100,27123,81.64,2.15,44.67,23.84,4.79,12.73,13574,7414,4274,6405,4450,5754,8.61,7.94,16.75,3,71.01,12.88,25.6,12.99,25.28,9.77,29.13,11.49,3.03,76.25,85.01,80.91,79.56,82.97,1.7,21.43,27.5,33.99,45.48,0.36,95.97,0.7,3.49,2.42,2.74,1.97,66.14,1.59,52.48,2,1741,95.76,1.67,26.13,1965,3.4,0.23,59000,32100,336,151,24.7,20,12.6,1.69,65.17,47.84,76.45,85.5,44.9,2213.7,0.56,430.31
1992,13532,2.42,6.19,93.34,0.2,0.36,12.98,23.63,11.74,17.23,0,20066,71.26,2.99,37.88,37.86,11.15,15.74,11429,7271,1542,13262,167,7616,16.56,21.89,38,9.06,53.38,31.12,23.11,20.67,26.87,12.08,24.36,15.95,2.84,66.51,81.59,71.04,62.91,74.63,2.01,5,5,5,10,0.03,98.13,0.58,2.16,2.3,2.36,2.2,64.92,1.27,48.32,3,477,92.13,1.26,38.36,1963,10.48,0.53,47700,35100,203,135,24.7,17.2,12.3,0.59,75.67,55.46,86.89,92.3,11.4,1186.2,0.12,413.19
1993,151976,2.92,27.41,70.67,1.25,1.26,14.33,27.6,12.44,7.8,96.41,35737,85.51,0.59,34.01,18.83,5.21,19.19,13817,10227,19359,10075,11951,12765,8.97,7.95,22.89,4.23,67.88,14.72,21.81,12.16,26.44,9.42,26.28,12.24,3.22,76.7,82.69,76.22,65.15,73.04,4.04,10.52,15.5,21.23,27.07,0.18,96.17,0.41,5.02,2.87,2.93,2.71,74.48,2.78,30.99,3,3777,93.22,8.05,32.14,1975,4.18,0.44,88200,48900,399,190,26.7,23.9,13.1,1.75,58.1,48.07,67.38,86.38,352.9,430.6,1.03,430.93
1994,69496,2.52,30.19,68.13,0.94,0.79,14.34,27.36,13.76,12.36,100,25035,78.42,0.49,30.84,28.96,7.29,11.39,13324,7913,11704,7566,10043,8497,12.74,12.9,31.81,5.27,65.17,33.37,16.85,24.66,21.21,11.71,29.35,15,2.99,63.08,68.73,60.65,66.9,76.46,6.14,7.82,22.1,35.91,44.11,0.12,96.3,0.8,3.76,2.46,2.52,2.38,55.83,2.47,49.89,3,1879,93.61,3.67,28.37,1965,7.17,0.25,65200,49300,279,176,24.4,21.7,13.7,1.49,70.77,50.62,80.22,89.43,44.6,1559.7,2.69,1271.02
1995,27596,2.63,6.04,82.74,1.88,25,14.12,28.87,12.99,10.21,0,24579,78.96,0.71,38.3,21.19,6.41,23.2,11255,9277,3588,5445,6621,6849,13.52,7.74,18.01,7.64,59.34,7.39,24.19,11,25.72,11.07,22.53,13.34,3.07,76.3,82.54,78.18,57.2,66.04,2.16,7.32,12.09,16.76,19.35,0.45,79.38,1.94,4.7,2.6,2.68,2.46,65.7,4.15,40.35,3,1492,87.54,1.88,39.08,1969,8.75,0.31,58200,30300,296,148,25.3,21.2,11.5,6.14,31.32,43.08,64.24,68.88,17.7,1557,0.09,483.72
1996,16554,2.52,2.6,95.22,1.61,1.97,9.3,25.68,10.93,13.14,97.32,48125,87.5,0.95,60.41,22.45,1.49,16.46,21918,21339,14839,15647,20376,21043,2.94,5.45,14.72,2.38,70.65,11.64,21.59,6.26,38.07,11.88,31.24,10.58,2.96,85.33,93.62,86.07,76.04,80.02,1.47,6.24,8.5,12.68,20.01,0.55,85.67,1.39,1.74,2.36,2.6,1.91,72.43,0.59,57,2,530,92.54,0.38,21.32,1972,0.58,0.2,178100,80800,706,196,24.8,21.6,11.8,8.81,61.86,52.61,78.57,88.51,13.9,1187.3,2.42,96.55
1997,17866,4.29,15.84,78.84,2.37,5.02,36.56,54.63,40.48,3.01,0,23815,90.06,0.12,27.51,13.13,3.86,15.5,9292,7233,9263,6599,5628,5783,11.19,4.64,13.48,3.28,79.79,8.49,22.97,9.11,23,5.59,56.16,9.72,3.27,83.18,93.27,81.51,51.92,61.76,1.94,14.02,16.93,19.84,25.13,0.3,93.16,0.62,4.84,2.93,2.78,3.01,31.71,4.2,48.56,3,272,93.87,1.84,14.34,1965,7.1,0,64700,25500,307,146,21.1,19.1,13.2,2.12,21.38,16.67,30.21,32.83,11,1626,0,570.7
1998,15181,2.54,0.29,98.87,0.63,0.55,12.92,26.84,12.38,12.05,0,32655,80.16,0.98,46.92,26.95,5.55,14.59,14405,2084,0,22279,0,18759,6.07,9,19.37,5.98,64.91,21.38,25.54,14.6,26.37,8.58,27.28,11.43,3.01,78.41,87.06,84.42,69.53,76.98,1.1,9.5,10.86,12.44,12.44,0.28,82.53,1.1,2.69,2.52,2.73,2.17,68.3,1.07,49.46,3,848,87.58,3.89,71.34,1958,3.03,1.05,112300,57300,437,191,25.5,23,14.6,2.91,71.81,54.49,80.25,89.44,39.9,380.7,0.83,64.94
1999,12339,2.72,0.11,97.85,1.82,0.45,11.43,20.29,10.89,20.31,100,42240,72.92,0.25,69.62,43.43,1.59,31.21,17063,10037,8358,35621,0,18606,1.93,7.3,21.79,4.43,54.64,19.51,20.96,12.26,26.88,3.25,25.58,4.27,3.02,90.21,99.03,89.48,51.46,62.4,0.26,1.94,2.24,6.57,9.48,0.21,82.06,2.27,4.05,2.72,2.73,2.55,96.59,0.37,5.89,3,47,98.97,2.13,46.81,1965,0.13,0.37,105600,37200,429,284,22.5,17.2,12.2,10.86,77.25,77.89,94.2,97.47,5.2,2394.1,2.54,57.88
2000,57287,2.26,14.25,84.1,1.28,0.62,11.96,22.74,10.7,16.39,100,23584,66.79,0.25,40.59,34.75,10.33,22.18,16067,7206,14252,27841,2213,12194,18.77,9.19,22.75,7.34,53.1,8.32,29.09,7.56,36.31,11.93,28.88,15.13,2.88,63.92,68.47,68.53,51.36,62.34,4.78,11.07,17.14,22.14,24.49,0.2,95.75,0.41,2.69,2.21,2.39,1.98,60.01,1.07,50.44,2,2805,90.02,3.21,48.81,1951,8.29,0.4,66100,53300,261,189,24.7,15.9,11.4,1.78,77.11,56.53,84.22,90.86,30.5,1876.5,5.26,1368.23
2001,10200,3.04,0.73,94.36,4.66,1.64,16.57,24.53,14.69,12.67,91.49,95134,79.1,1.21,77.44,23.62,1.81,11.96,46855,28634,0,42130,14974,9669,3.6,1.3,3.42,3.62,60.48,12.06,40.05,1.39,58.26,3.95,28.33,5.81,3.07,90.1,97.8,91.01,51.13,59.04,0.48,7.58,9.67,18.3,29.84,0.64,90.39,0.66,3.96,2.78,2.88,2.15,89.73,0.15,12.2,4,158,95.5,0.63,53.16,1956,0,0,497900,138401,989,526,27.8,20.1,13.4,8.41,54.68,66.94,80.7,91.8,17.6,578.6,7.26,122.95
2003,20030,2.81,4.57,94.09,0.81,0.77,20.34,33.24,19.99,9.52,0,28975,81.23,0.66,42.47,24.41,5.98,14.83,12155,9784,19678,4787,9149,8727,9.8,6.45,20.57,4.32,63.21,23.83,27.64,18.59,24.45,10.43,33.82,13.27,3.06,74.93,83.46,75.42,68.21,74.49,2.15,28.5,36.9,36.9,38.42,0.56,96.65,0.09,3.3,2.52,2.72,2.27,59.76,1.53,47.35,3,523,93.17,0.96,26.58,1965,7.22,0.25,68100,40200,331,147,24,18.4,12.3,1.96,72.21,43.13,71.03,88.22,10.8,1852,0.35,264.2
2004,13325,2.61,0.25,98.73,0.68,1.25,12.71,21.28,10.19,18.55,0,31689,66.32,0.63,47.47,40.74,5.2,25.7,14628,120,7368,82133,22354,15817,7.72,7.71,27.82,6.23,54.54,6,22.44,11.17,21.66,7.24,23.91,10.19,3.03,79.43,85.1,87.03,51.52,67.17,1.19,3.67,5.01,7.18,7.18,0.17,92.54,0.67,4.06,2.58,2.55,2.72,82.86,1.49,26.22,3,3183,61.64,0.41,45.77,1974,2.27,0.4,132300,65000,584,233,29.6,29,16.6,4.48,63.11,57.22,81.36,94.25,49.3,270.3,0.92,233.22
2005,15979,2.71,1.01,98.26,0.38,0.55,13.49,29.51,13.42,8.09,100,33502,86.63,0.39,44.15,21.53,3.84,12.25,13303,13442,32000,7391,6212,21546,5.38,5.45,17.79,2.84,74.11,17.64,16.68,15.57,21.52,9.21,25.41,12.69,3.17,78.31,91.31,77.54,67.51,75.42,1.07,20.59,24.71,31.76,31.76,0.22,97.41,0.42,4.32,2.71,2.9,2.32,72.56,1.71,40.57,3,188,96.91,1.06,19.68,1968,1.61,0.33,64400,19200,358,102,21.1,15.7,12,1.06,64.59,54.35,76.32,88.27,8.6,1858,2.96,591.05
2007,12002,2.95,0.3,98.68,0.9,0.71,12.56,24.35,11.83,8.02,85.99,52707,90.25,1.13,55.67,17.63,2.7,14.91,19100,0,0,21259,0,15783,2.09,2.8,13.22,5.44,70.34,18.22,22.98,8.23,37.03,5.33,29.87,7.75,3.27,87.5,95.1,90.22,68.92,71.59,0.81,6.06,6.06,9.64,11.29,0.18,96.31,0.3,5.28,2.9,3,2.15,91.36,0.89,29.24,3,111,97.34,4.5,24.32,1961,0.62,0,190300,80400,643,411,24.2,22.8,12.3,3.02,80.21,67.37,87.98,96.43,13.7,873.9,2.55,64.3
2008,78118,3.12,1.11,69.63,22.55,19.07,14.94,30.67,15.31,8.73,100,41364,82.86,0.48,40.13,20.62,9.94,16.01,15530,13457,15392,10236,8973,9392,11.44,10.13,24.87,5.72,66.08,24.61,16.35,14.56,26,8.62,35.46,12.81,3.47,76.86,87.62,80.99,58.59,65.29,2.38,21.41,32.66,45.77,61.06,6.24,62.28,12.03,13.33,3.1,2.95,3.35,59.82,14.63,46.72,3,775,97,3.74,13.16,1967,1.12,0.33,226100,89200,690,273,31.1,22.7,11.4,29.13,39.71,48.31,77.57,86.87,10.4,7508.5,2.04,496.56
2009,12001,2.62,10.64,76.62,0.66,15.39,14.55,24.79,12.67,17.28,0,20396,66.82,2.64,35.73,39.95,6.07,13.36,9613,3827,9686,6600,6688,6210,19.59,19.94,39.1,5.61,53.54,12.89,39.29,17.45,20.3,10.67,27.27,11.38,3.07,75.83,80.3,76.4,72.38,78.15,1.95,0,14.53,36.32,41.88,0,87.27,1.74,5.47,2.45,2.46,2.42,67.2,4.54,54.42,2,795,85.22,5.53,59.25,1957,11.17,1.56,35800,35400,214,142,24.9,19.1,14.5,1.95,78.41,57.68,80.46,95.59,8.4,1436.2,0.29,2451.06
2010,30744,2.43,0.92,93.53,4.03,1.96,11.6,22.48,10.84,13.35,100,40515,78.76,0.64,55.79,26.28,3.16,18.11,20868,15752,13999,20973,11954,12023,4.66,2.28,9.76,3.28,67.01,13.51,26.56,7.94,34.7,9.55,25,14.05,2.88,77.57,87.86,80.94,68.63,75.92,1.06,9.32,13.78,17.59,23.01,0.75,92.46,1.2,2.75,2.41,2.57,2.08,71.47,2,40.76,3,317,97.55,0,20.5,1968,0.86,0.29,160100,105900,476,168,26.7,19.1,11.1,8.1,49.88,52.93,71.87,88.87,7.6,4064.5,5.89,194.55
2012,29813,2.69,47.04,52.28,0.45,0.57,14.62,27.08,12.93,13.02,100,24906,74.4,1.28,32.94,30.96,11.81,13.95,12831,5919,2760,23257,5923,15387,21.83,16.43,30.88,6.17,56.82,17.05,28.57,15.16,27.92,10.14,35.5,14.99,3.19,56.8,62.59,60.58,64.59,73.22,8.81,21.24,23.01,32.08,33.41,0.32,96.07,0.41,7.15,2.57,2.65,2.46,59.21,4.77,43.04,3,716,93.93,2.23,44.69,1965,9.6,0.94,59200,48900,243,197,25.8,18.9,13.4,1.52,75.73,55.09,83.5,90.02,15.3,1951.1,1.24,1678.68
2013,59682,3.82,9.75,67.31,3.44,36.17,17.94,34.82,17.5,4.72,100,41958,87.93,1.09,32.28,15.22,7.13,10.64,12916,6888,10360,11026,8011,8948,7.36,11.44,25.79,5.53,56.41,20.1,17.51,15.19,22.94,6.9,48.37,12.69,3.63,79.91,89.72,84.24,55.7,66.93,3.78,11.41,19.03,27.44,37.04,1.96,69.45,5.65,11.59,3.27,3.34,3.12,69.36,11.75,38.59,3,501,96.9,1,10.98,1976,2.26,0.43,172200,69000,605,198,30.2,25.2,12.5,17.22,56.77,43.8,60.7,93.11,17.7,3379.5,0.53,950.76
2015,103907,2.68,47.33,51.21,0.8,1.31,13.98,28.08,13.58,12.82,100,24601,76.39,0.29,25.79,26.67,10.41,22.15,11158,7935,10528,10842,8516,8903,17.74,12.62,33.36,7.33,57.5,18.46,23.52,15.94,20.93,12.47,31.11,16.3,3.13,59.44,68.38,59.14,59.2,67.3,7.93,8.21,16.71,25.5,35.37,0.11,96.02,0.65,5.65,2.62,2.64,2.59,56.28,4.27,50.04,2,3542,91.62,7.65,39.16,1958,9.86,0.47,67400,32600,327,164,28.3,22.9,13.6,1.34,65.45,53.77,78.73,89.2,34.3,3026.2,3.49,1308.07
2016,18820,2.71,0.2,98.92,0.59,2.02,13.33,25.15,12.38,13.66,78.9,36247,77.74,0.45,43.52,31.66,5.2,19.59,14273,17783,41000,3037,31408,14074,4,15.68,33.26,4.75,66.8,32.46,17.58,21.24,19.02,6.47,27.77,8.19,3.14,84.69,93.86,86.85,69.72,76.51,1.44,4,5.92,6.75,10.35,0.64,70.78,5.55,3.37,2.7,2.85,2.22,80.85,1.41,37.77,3,234,96.75,0.85,53.42,1960,1.57,0.26,128300,53900,443,229,25.1,19.5,13.9,16.07,72.71,69.07,92.99,95.27,28.1,669.1,0.2,331.11
2017,30996,1.81,14.17,84.01,0.47,8.76,5.6,12.81,6.1,42.31,100,20841,46.02,0.36,49.5,60.59,4.44,15.82,16950,6699,24519,21000,8703,11461,15.96,11.11,32.08,7.32,35.44,8.96,17.63,9,25.24,12.24,20.81,11.41,2.44,54.54,63.74,55.14,49.56,58.3,4.06,6.64,13.06,21.08,27.28,1.66,74.58,2.84,2.18,1.79,1.71,1.96,63.69,4.73,89.98,2,7663,69.1,1,40.79,1971,3.89,0.34,76600,55000,431,243,34.9,25,13,24.98,14.64,56.43,74.88,83.03,4.4,7115.7,3.73,1938.43
